Token.ID,Variety,Corpus,Speaker,Speaker.sex,Speaker.YOB,Context,Inclusion,Inclusion.comments,Semantics,Response.variable,Verb.form,Verb.particle,Recipient,Recipient.head,Recipient.type,Recipient.animacy,Recipient.definiteness,Recipient.length,Recipient.coordinated,Recipient.quantified.pronoun,Recipient.contains.contraction,Recipient.contains.acronym,Recipient.contains.multiword.number,Recipient.contains.potentially.relevant.like,Theme,Theme.head,Theme.type,Theme.animacy,Theme.definiteness,Theme.length,Theme.coordinated,Theme.quantified.pronoun,Theme.rate.expression,Theme.contains.contraction,Theme.contains.acronym,Theme.contains.multiword.number,Theme.contains.potentially.relevant.like
dat-3845,CAN,can-I,can-I-50,F,1949,"ble. But I paid her for the dirt. And I said ""Just give the rest to your son."" And he- and I said ""Don'",y,,T,P,give,,your son,son,N,A,Definite,2,0,0,0,0,0,0,the rest,rest,I,I,Definite,2,0,0,0,0,0,0,0
dat-3846,CAN,can-l,can-l-68,F,1973,More- you're trying to give your heart to it as opposed to- to just dealing with n-- money and numbers.,y,,A,P,give,,it,it,P,I,Definite,1,0,0,0,0,0,0,your heart,heart,N,I,Definite,2,0,0,0,0,0,0,0
dat-3847,CAN,can-N,can-N-98,F,1940,"ded and he 's been cashiered out and I 'm going to give the house to him."" Couldn 't find a house, lite",y,,T,P,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,the house,house,N,I,Definite,2,0,0,0,0,0,0,0
dat-3848,CAN,can-N,can-N-72,F,1972,"strange you-know, Father's-Day when my sister was giving the card to my dad for Grandpa, she was having a",y,,T,P,giving,,my dad,dad,N,A,Definite,2,0,0,0,0,0,0,the card,card,N,I,Definite,2,0,0,0,0,0,0,0
dat-3849,CAN,can-N,can-N-81,F,1931,"university, when I was twenty, and my grandfather gave the cottage to his son and uh- who- he had one so",y,,T,P,gave,,his son,son,N,A,Definite,2,0,0,0,0,0,0,the cottage,cottage,N,I,Definite,2,0,0,0,0,0,0,0
dat-3850,CAN,can-N,can-N-119,M,1919,"he Air-Force. And you know what when I came out, I gave the skates to my son and then he used them. [7]",y,,T,P,gave,,my son,son,N,A,Definite,2,0,0,0,0,0,0,the skates,skates,N,I,Definite,2,0,0,0,0,0,0,0
dat-3851,CAN,can-r,can-r-82,F,1924,"Um, well yeah they were giving um Crown-land you-know to immigrants like?",y,,T,P,giving,,immigrants,immigrants,N,A,Indefinite,1,0,0,0,0,0,0,Crown-land,Crown-land,N,L,Indefinite,2,0,0,0,0,0,0,0
dat-3852,CAN,can-W,can-W-95,F,1927,"d twice, and then sometimes he 'd step forward and give  another ticket to the attendant, and I 'd go 'ro",y,,T,P,give,,the attendant,attendant,N,A,Definite,2,0,0,0,0,0,0,another ticket,ticket,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-3853,CAN,can-W,can-W-45,M,1920,"That 's when the Blitz-of-London stop and if that gave a respite to the fighter command, they were gett",y,,A,P,gave,,the fighter command,command,N,I,Definite,3,0,0,0,0,0,0,a respite,respite,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-3854,CAN,can-W,can-W-33,M,1942,"e-of-thing. And they rejected it. But they 'd have give five-bucks to something like that, that would pe",y,,T,P,give,,something like that,something,N,I,Indefinite,3,0,0,0,0,0,0,five-bucks,bucks,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-3855,CAN,can-W,can-W-61,M,1921,"ght-years-old, and I can just remember this German giving these tours for us in Mexico. Kind-of funny. B",y,,A,P,giving,,us,us,P,A,Definite,1,0,0,0,0,0,0,these tours,tours,N,I,Definite,2,0,0,0,0,0,0,0
dat-3856,CAN,can-W,can-W-126,F,1925,"ght them back for the grandchildren, but I didn 't give them- that one to them, they have others that I",y,,T,P,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,that one,one,D,I,Definite,2,0,0,0,0,0,0,0
dat-3857,CAN,can-W,can-W-83,M,1954,"p to Bracebridge, built his retirement house, and gave this business to his sons and at that time I was",y,,T,P,gave,,his sons,sons,N,A,Definite,2,0,0,0,0,0,0,this business,business,N,I,Definite,2,0,0,0,0,0,0,0
dat-3858,CAN,can-y,can-y-66,F,1946,"unity and- and we wanted them to take the name and give that name to the new building in Ferris, but they",y,,A,P,give,,the new building in Ferris,building,N,I,Definite,5,0,0,0,0,0,0,that name,name,N,I,Definite,2,0,0,0,0,0,0,0
dat-3859,CAN,can-y,can-y-77,M,1919, I- I catch them in a bacona-bear-trap and then I give the trap to the otter and let him go skin it hims,y,,T,P,give,,the otter,otter,N,A,Definite,2,0,0,0,0,0,0,the trap,trap,N,I,Definite,2,0,0,0,0,0,0,0
dat-3860,CAN,can-y,can-y-85,M,1961,21> <1> (inc). </1> <021> Yeah but their daughters gave that plant to me and it was a little Wal-Mart pla,y,,T,P,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,that plant,plant,N,I,Definite,2,0,0,0,0,0,0,0
dat-3861,CAN,can-y,can-y-88,M,1945,", theatre at the time- the performing arts- who ah gave the impetus to this whole idea- we need, you-know",y,,A,P,gave,,this whole idea,idea,N,I,Definite,3,0,0,0,0,0,0,the impetus,impetus,N,I,Definite,2,0,0,0,0,0,0,0
dat-3862,CAN,can-b,can-b-88,M,1918,"Well, the car has got to be considered, that's the- that's the trouble in this world, but we have to give much more emphasis to the- to the ah pedestrian",y,,A,P,give,,the pedestrian,pedestrian,N,A,Definite,2,0,0,0,0,0,0,much more emphasis,emphasis,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-3863,CAN,can-h,can-h-104,F,1950,And so she- the- the waitress that had given an extra one to her and then the owner's wife had come,y,,T,P,given,,her,her,P,A,Definite,1,0,0,0,0,0,0,an extra one,one,I,I,Indefinite,3,0,0,0,0,0,0,0
dat-3864,CAN,can-N,can-N-83,F,1969,"later on. The number one reason would be it would give an outward sign to everyone around you, especial",y,,A,P,give,,everyone around you,everyone,I,A,Definite,3,0,0,0,0,0,0,an outward sign,sign,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-3865,CAN,can-r,can-r-71,M,1949,So and I never ever giving an engagement ring to anyone before,y,,T,P,giving,,anyone,anyone,I,A,Indefinite,1,0,0,0,0,0,0,an engagement ring,ring,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-3866,CAN,can-3,can-3-80,F,1987,", first-of-all like you would say- [016] We would give  a lot of names to guys. Like if a guy- we would",y,,A,P,give,,guys,guys,N,A,Indefinite,1,0,0,0,0,0,0,a lot of names,names,N,I,Indefinite,4,0,0,0,0,0,0,0
dat-3867,CAN,can-5,can-5-107,M,1985,orientated school around students. So they- they gave a lot of benefits to students you-know. They- th,y,,A,P,gave,,students,students,N,A,Indefinite,1,0,0,0,0,0,0,a lot of benefits,benefits,N,I,Indefinite,4,0,0,0,0,0,0,0
dat-3868,CAN,can-7,can-7-51,M,1896,I suppose that name may have helped give a name or classification to the particular grade you were in.,y,,A,P,give,,the particular grade you were in,grade,N,I,Definite,6,0,0,0,0,0,0,a name or classification,name,N,I,Indefinite,4,1,0,0,0,0,0,0
dat-3869,CAN,can-b,can-b-82,M,1926,"and having one of the teachers at the school two months later tell ya, ""You-know, you remember giving a terrific kids award to such-and-such. ",y,,A,P,giving,,such-and-such,such-and-such,N,A,Indefinite,3,0,0,0,0,0,0,a terrific kids award,award,N,I,Indefinite,4,0,0,0,0,0,0,0
dat-3870,CAN,can-b,can-b-85,F,1934,"I wait till the day before, but ah, yes, I- I have to give a lot of credit to Four H club,",y,,A,P,give,,Four H club,Four H club,N,C,Definite-pn,3,0,0,0,0,0,0,a lot of credit,credit,N,I,Indefinite,4,0,0,0,0,0,0,0
dat-3871,CAN,can-5,can-5-111,M,1984,th I 'm- there 's like- I do- it keeps (inc.) I 'm giving quite a bit of it to the church. 'cause- and I-,y,,T,P,giving,,the church,church,N,C,Definite,2,0,0,0,0,0,0,quite a bit of it,it,P,I,Indefinite,5,0,1,0,0,0,0,0
dat-3872,CAN,can-7,can-7-81,M,1896,And I give most of the credit here to my brother,y,,A,P,give,,my brother,brother,N,A,Definite,2,0,0,0,0,0,0,most of the credit here,credit,N,I,Definite,5,0,0,0,0,0,0,0
dat-3873,CAN,can-b,can-b-97,M,1959,we give twenty-five-thousand a year to a student for ah five years.,y,,T,P,give,,a student,student,N,A,Indefinite,2,0,0,0,0,0,0,twenty-five-thousand a year,twenty-five-thousand,N,I,Indefinite,5,0,0,1,0,0,1,0
dat-3874,CAN,can-b,can-b-89,M,1976,Anyway um- and yes I have given a great deal of thought to returning to Belleville.,y,,A,P,given,,returning to Belleville,returning,N,I,Indefinite,3,0,0,0,0,0,0,a great deal of thought,thought,N,I,Indefinite,5,0,0,0,0,0,0,0
dat-3875,CAN,can-N,can-N-98,F,1940,pend your money or did you save it? [058] I had to give a quarter of my money to my mother every (inc) I,y,,T,P,give,,my mother,mother,N,A,Definite,2,0,0,0,0,0,0,a quarter of my money,money,N,I,Indefinite,5,0,0,0,0,0,0,0
dat-3876,CAN,can-W,can-W-43,M,1931,g them to me as a gifts you-know? Half of them I gave a lot of them to Teresa 'cause I had so many I go,y,,T,P,gave,,Teresa,Teresa,N,A,Definite-pn,1,0,0,0,0,0,0,a lot of them,them,P,I,Indefinite,4,0,1,0,0,0,0,0
dat-3877,CAN,can-W,can-W-115,F,1975,"ce, you-know, or maybe, I- it sounds like they 're giving a bit of a twist to it maybe, I don't know. [028",y,,A,P,giving,,it,it,P,I,Definite,1,0,0,0,0,0,0,a bit of a twist,twist,N,I,Indefinite,5,0,0,0,0,0,0,0
dat-3878,CAN,can-7,can-7-70,F,1896,I gave a donation of a-hundred dollars to the building fund.,y,,T,P,gave,,the building fund,fund,N,I,Definite,3,0,0,0,0,0,0,a donation of a-hundred dollars,donation,N,I,Indefinite,6,0,0,0,0,0,1,0
dat-3879,NZ,nz-IA,Agnes Shacklock,F,1891,gave it to one of my nieces .,y,,T,P,gave,,one of my nieces,nieces,N,A,Indefinite,4,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3880,NZ,nz-IA,Agnes Shacklock,F,1891,gave it to one of my nieces .,y,,T,P,gave,,one of my nieces,nieces,N,A,Indefinite,4,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3881,NZ,nz-MU,Alice Mackie,F,1877,gave it to Mr Smith,y,,T,P,gave,,Mr Smith,Mr Smith,N,A,Definite-pn,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3882,NZ,nz-MU,Alice Mackie,F,1877,gave it to the policeman,y,,T,P,gave,,the policeman,policeman,N,A,Definite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3883,NZ,nz-MU,Andrew Fullarton,M,1871,give it to him .,y,,T,P,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3884,NZ,nz-IA,Annette Golding,F,1923,give it to her.,y,,T,P,give,,her,her,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3885,NZ,nz-IA,Annette Golding,F,1923,giving practical experience to the girls on the home home craft course,y,,A,P,giving,,the girls on the home craft course,girls,N,A,Definite,7,0,0,0,0,0,0,practical experience,experience,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-3886,NZ,nz-MU,Annie Hamilton,F,1877,give it to him .,y,,T,P,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3887,NZ,nz-IA,Bill Gillespie,M,1924,gave the cheque to dad,y,,T,P,gave,,Dad,Dad,N,A,Definite-pn,1,0,0,0,0,0,0,the cheque,cheque,N,I,Definite,2,0,0,0,0,0,0,0
dat-3888,NZ,nz-MU,Catherine Dudley,F,1886,give it to him,y,,T,P,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3889,NZ,nz-MU,Catherine Dudley,F,1886,give it to him,y,,T,P,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3890,NZ,nz-MU,Cornelius Magner,M,1889,give a fair spend to Jim .,y,,A,P,give,,Jim,Jim,N,A,Definite-pn,1,0,0,0,0,0,0,a fair spend,spend,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-3891,NZ,nz-MU,Denis Sumpter,M,1904,giving the name . to that part of Milton that lies towards the railway line .,y,,A,P,giving,,that part of milton that lies towards the railway line,part,N,L,Definite,10,0,0,0,0,0,0,the name,name,N,I,Definite,2,0,0,0,0,0,0,0
dat-3892,NZ,nz-MU,Edith German,F,1868,gave that to the Anglican church .,y,,T,P,gave,,the Anglican church,church,N,C,Definite,3,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-3893,NZ,nz-IA,Edward Twort,M,1915,give it to the kids ?,y,,T,P,give,,the kids,kids,N,A,Definite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3894,NZ,nz-IA,Elsie Robinson,F,1928,give it to the mother,y,,A,P,give,,the mother,mother,N,A,Definite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3895,NZ,nz-IA,Eric Robinson,M,1919,give them to the dog,y,,T,P,give,,the dog,dog,N,A,Definite,2,0,0,0,0,0,0,them,them,P,A,Definite,1,0,0,0,0,0,0,0
dat-3896,NZ,nz-IA,Eunice Yeatman,F,1918,give it to him,y,,T,P,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3897,NZ,nz-CC,fon09-7,F,,give my best to my job,y,,A,P,give,,my job,job,N,I,Definite,2,0,0,0,0,0,0,my best,best,N,I,Definite,2,0,0,0,0,0,0,0
dat-3898,NZ,nz-CC,fon94-3,F,1942,gave it to him .,y,,T,P,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3899,NZ,nz-CC,fon94-4b,F,1942,given it to him,y,,T,P,given,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3900,NZ,nz-CC,fon95-5b,F,1954,gave it to me,y,,T,P,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3901,NZ,nz-CC,fon99-6b,F,1949,give them to all his teachers,y,,T,P,give,,all his teachers,teachers,N,A,Definite,3,0,0,0,0,0,0,them,them,P,I,Definite,1,0,0,0,0,0,0,0
dat-3902,NZ,nz-CC,fop94-13a,F,1948,given five hundred to their worst enemy,y,,T,P,given,,their worst enemy,enemy,N,A,Definite,3,0,0,0,0,0,0,five hundred,five hundred,N,I,Indefinite,2,0,0,0,0,0,1,0
dat-3903,NZ,nz-CC,fop94-27a,F,1948,giving the baby - to the adoptive family .,y,,T,P,giving,,the adoptive family,family,N,C,Definite,3,0,0,0,0,0,0,the baby,baby,N,A,Definite,2,0,0,0,0,0,0,0
dat-3904,NZ,nz-CC,fop98-13c,F,1935,give something to a woman to do,q,Disjoint theme,C,P,give,,a woman,woman,N,A,Indefinite,2,0,0,0,0,0,0,something,something,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-3905,NZ,nz-MU,Frances Rigby,F,1867,gave it to father,y,,T,P,gave,,Father,Father,N,A,Definite-pn,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3906,NZ,nz-CC,fyn01-18,F,1973,gave it to us -,y,,T,P,gave,,us,us,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3907,NZ,nz-CC,fyn01-8b,F,1981,gave this [recording] to Glen,y,,T,P,gave,,Glen,Glen,N,A,Definite-pn,1,0,0,0,0,0,0,this,this,D,I,Definite,1,0,0,0,0,0,0,0
dat-3908,NZ,nz-CC,fyn02-1a,F,1977,give it to me,y,,T,P,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3909,NZ,nz-CC,fyn03-1a,F,1981,gave them to me,y,,T,P,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,them,them,P,I,Definite,1,0,0,0,0,0,0,0
dat-3910,NZ,nz-CC,fyn09-20,F,,gave him [a toy rabbit] to me .,y,,T,P,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,him,him,P,A,Definite,1,0,0,0,0,0,0,0
dat-3911,NZ,nz-CC,fyn09-20,F,,gave them to my friends,y,,T,P,gave,,my friends,friends,N,A,Definite,2,0,0,0,0,0,0,them,them,P,I,Definite,1,0,0,0,0,0,0,0
dat-3912,NZ,nz-CC,fyn95-14,F,1964,give more incentive to the instructors .,y,,A,P,give,,the instructors,instructors,N,A,Definite,2,0,0,0,0,0,0,more incentive,incentive,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-3913,NZ,nz-CC,fyn96-9a,F,1968,gave a certain amount of money  . to you,y,,T,P,gave,,you,you,P,A,Definite,1,0,0,0,0,0,0,a certain amount of money,money,N,I,Indefinite,5,0,0,0,0,0,0,0
dat-3914,NZ,nz-CC,fyn99-11a,F,1968,give it to me,y,,A,P,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3915,NZ,nz-CC,fyp94-24,F,1966,give her [a sculpture of a pig] to . something like a . I don't know a kindergarten,y,,T,P,give,,something like a kindergarten,kindergarten,N,I,Indefinite,4,0,0,0,0,0,0,her,her,P,A,Definite,1,0,0,0,0,0,0,0
dat-3916,NZ,nz-CC,fyp94-29a,F,1968,give it to them .,y,,T,P,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3917,NZ,nz-MU,Hannah Cross,F,1851,give that to the animals .,y,,T,P,give,,the animals,animals,N,A,Definite,2,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-3918,NZ,nz-MU,Hannah Cross,F,1851,give it to the cows and to pigs,y,,T,P,give,,the cows,cows,N,A,Definite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3919,NZ,nz-MU,Henry Swarbrick,M,1889,given the name to a large block of native land in the district today .,y,,A,P,given,,a large block of native land in the district,block,N,I,Indefinite,9,0,0,0,0,0,0,the name,name,N,I,Definite,2,0,0,0,0,0,0,0
dat-3920,NZ,nz-MU,Henry Swarbrick,M,1889,gave the the names to the different natural features .,y,,A,P,gave,,the different natural features,features,N,I,Definite,4,0,0,0,0,0,0,the names,names,N,I,Definite,2,0,0,0,0,0,0,0
dat-3921,NZ,nz-MU,Henry Swarbrick,M,1889,gave its name to the whole district .,y,,A,P,gave,,the whole district,district,N,L,Definite,3,0,0,0,0,0,0,its name,name,N,I,Definite,2,0,0,0,0,0,0,0
dat-3922,NZ,nz-MU,Henry Swarbrick,M,1889,gave the name to the whole pa .,y,,A,P,gave,,the whole pa,pa,N,I,Definite,3,0,0,0,0,0,0,the name,name,N,I,Definite,2,0,0,0,0,0,0,0
dat-3923,NZ,nz-IA,Irene Whalan,F,1916,gave it to my . Godson,y,,T,P,gave,,my Godson,Godson,N,A,Definite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3924,NZ,nz-IA,Ivy Kench,F,1922,give it to the bus driver,y,,T,P,give,,the bus driver,driver,N,A,Definite,3,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3925,NZ,nz-IA,Jack Reid,M,1921,gave cheek to a policeman,y,,A,P,gave,,a policeman,policeman,N,A,Indefinite,2,0,0,0,0,0,0,cheek,cheek,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-3926,NZ,nz-IA,Jack Reid,M,1921,give it to you,y,,T,P,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3927,NZ,nz-MU,James Stewart,M,1876,give it to you,y,,A,P,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3928,NZ,nz-MU,Jane Reid,F,1877,gave it to them,y,,T,P,gave,,them,them,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3929,NZ,nz-IA,Jean Watt,F,1908,give them to favoured boys -,y,,T,P,give,,favoured boys,boys,N,A,Indefinite,2,0,0,0,0,0,0,them,them,P,I,Definite,1,0,0,0,0,0,0,0
dat-3930,NZ,nz-IA,Jean Watt,F,1908,give this . to Mr Kilk's museum .,y,,T,P,give,,Mr Kilk's museum,museum,N,I,Definite,3,0,0,0,0,0,0,this,this,D,I,Definite,1,0,0,0,0,0,0,0
dat-3931,NZ,nz-IA,Jim Wilcox,M,1929,give your time to the community .,y,,A,P,give,,the community,community,N,C,Definite,2,0,0,0,0,0,0,your time,time,N,T,Definite,2,0,0,0,0,0,0,0
dat-3932,NZ,nz-MU,John McLew,M,1875,give it to them,y,,T,P,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3933,NZ,nz-IA,Kathleen Fountain,F,1906,gave that to [Raewyn?],y,,T,P,gave,,Raewyn,Raewyn,N,A,Definite-pn,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-3934,NZ,nz-IA,Kathleen Fountain,F,1906,gave it to the museum .,y,,T,P,gave,,the museum,museum,N,I,Definite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3935,NZ,nz-IA,Ken Algie,M,1953,give it to dad,y,,T,P,give,,Dad,Dad,N,A,Definite-pn,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3936,NZ,nz-IA,Ken Algie,M,1953,gave this to us,y,,T,P,gave,,us,us,P,A,Definite,1,0,0,0,0,0,0,this,this,D,I,Definite,1,0,0,0,0,0,0,0
dat-3937,NZ,nz-IA,Lloyd Algie,M,1926,gave them to the kids,y,,T,P,gave,,the kids,kids,N,A,Definite,2,0,0,0,0,0,0,them,them,P,I,Definite,1,0,0,0,0,0,0,0
dat-3938,NZ,nz-IA,Marjorie Stewart,F,1915,gave it to Pamela Margaret .,y,,T,P,gave,,Pamela Margaret,Pamela Margaret,N,A,Definite-pn,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3939,NZ,nz-IA,Marjorie Stewart,F,1915,give it to the free press ? -,y,,T,P,give,,the free press,press,N,C,Definite,3,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3940,NZ,nz-IA,Marjorie Stewart,F,1915,gave it to the - ah - free press in Balclutha,y,,T,P,gave,,the free press in Balclutha,press,N,C,Definite,5,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3941,NZ,nz-IA,Marjorie Stewart,F,1915,gave it to the - to the f . the present Clutha Leader .,y,,T,P,gave,,the present Clutha leader,leader,N,A,Definite,4,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3942,NZ,nz-MU,Mary Ann Turnbull,F,1875,gave it to him,y,,T,P,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3943,NZ,nz-MU,Mary Ann Turnbull,F,1875,give it to my father .,y,,T,P,give,,my father,father,N,A,Definite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3944,NZ,nz-MU,Mary Ann Turnbull,F,1875,give it to the . people,y,,T,P,give,,the people,people,N,A,Definite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3945,NZ,nz-IA,Mavis Jackson,F,1919,give it to somebody else,y,,T,P,give,,somebody else,somebody,I,A,Indefinite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3946,NZ,nz-CC,mon94-28b,M,1944,give a credit . to someone .,y,,A,P,give,,someone,someone,I,A,Indefinite,1,0,0,0,0,0,0,a credit,credit,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-3947,NZ,nz-CC,mon94-35a,M,1935,give half to Mum . and half to myself,y,,T,P,give,,Mum,Mum,N,A,Definite-pn,1,0,0,0,0,0,0,half,half,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-3948,NZ,nz-CC,mop00-10a,M,1947,gave some aid money to an agricultural training centre -,y,,T,P,gave,,an agricultural training centre,centre,N,C,Indefinite,4,0,0,0,0,0,0,some aid money,money,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-3949,NZ,nz-CC,mop01-4,M,1954,give it to another person,y,,C,P,give,,another person,person,N,A,Indefinite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3950,NZ,nz-CC,mop95-3,M,1940,given roses to people .,y,,T,P,given,,people,people,N,A,Indefinite,1,0,0,0,0,0,0,roses,roses,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-3951,NZ,nz-MU,Mrs Fullarton,F,1864,give it to him,y,,T,P,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3952,NZ,nz-MU,Mrs Fullarton,F,1864,gave it to Len .,y,,T,P,gave,,Len,Len,N,A,Definite-pn,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3953,NZ,nz-CC,myn00-17a,M,1976,give it to her boyfriend .,y,,C,P,give,,her boyfriend,boyfriend,N,A,Definite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3954,NZ,nz-CC,myn00-17a,M,1976,give it to one of her friends,y,,C,P,give,,one of her friends,friends,N,A,Indefinite,4,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3955,NZ,nz-CC,myn00-17a,M,1976,give it to your boyfriend,y,,C,P,give,,your boyfriend,boyfriend,N,A,Definite,2,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3956,NZ,nz-CC,myn03-2c,M,1976,give it to you,y,,C,P,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3957,NZ,nz-CC,myn05-5a,M,1977,give birth to a baby,q,Fixed?,A,P,give,,a baby,baby,N,A,Indefinite,2,0,0,0,0,0,0,birth,birth,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-3958,NZ,nz-CC,myn94-27b,M,1973,give it to the City Mission,y,,T,P,give,,the City mission,mission,N,C,Definite,3,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3959,NZ,nz-CC,myn95-11a,M,1971,giving his money to him,y,,T,P,giving,,him,him,P,A,Definite,1,0,0,0,0,0,0,his money,money,N,I,Definite,2,0,0,0,0,0,0,0
dat-3960,NZ,nz-CC,myn96-21b,M,1976,gave it to me,y,,T,P,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-3961,NZ,nz-CC,myp94-21a,M,1974,give some to my father,y,,T,P,give,,my father,father,N,A,Definite,2,0,0,0,0,0,0,some,some,I,I,Indefinite,1,0,0,0,0,0,0,0
